업종명,인허가일자,업소명,소재지(도로명),소재지(지번),건물내부면적,업태명,데이터기준일자
일반음식점,2007-03-05,꽃다운주점,"서울특별시 양천구 신정중앙로 90 (신정동, 1층)",서울특별시 양천구 신정동 902-1 1층 ,97.5,한식,2022-09-30
일반음식점,2007-03-07,포창식당,서울특별시 양천구 오목로1길 15 (신월동),서울특별시 양천구 신월동 437-5 ,66,한식,2022-09-30
일반음식점,2007-03-12,길커피호프,"서울특별시 양천구 월정로 15, 지하 1층 (신월동)",서울특별시 양천구 신월동 514-17 ,53.36,호프/통닭,2022-09-30
일반음식점,2007-03-20,한두골 장어마을,서울특별시 양천구 목동중앙북로7가길 23 (목동),서울특별시 양천구 목동 610-4 ,60.6,한식,2022-09-30
일반음식점,2007-03-21,곱분이곱창 신정점,"서울특별시 양천구 중앙로 260-2, 1층 (신정동)",서울특별시 양천구 신정동 1032-3 ,38.82,호프/통닭,2022-09-30
일반음식점,2007-03-22,닥치고 포차,"서울특별시 양천구 신정중앙로 85, 로데오프라자 1층 103호 (신정동)",서울특별시 양천구 신정동 886-6 로데오프라자 ,57.41,기타,2022-09-30
일반음식점,2007-03-22,청평메기매운탕,"서울특별시 양천구 가로공원로56길 42-1, 1층 (신월동)",서울특별시 양천구 신월동 159-59 1층 ,26.4,한식,2022-09-30
일반음식점,2007-03-26,미선네아구찜,"서울특별시 양천구 월정로 14, 지상2층 201호 (신월동)",서울특별시 양천구 신월동 513-5 지상2층 201호,133.88,한식,2022-09-30
일반음식점,2007-03-26,남도한상,"서울특별시 양천구 신정중앙로21길 23 (신정동, 1층)",서울특별시 양천구 신정동 886-3 1층 ,24,한식,2022-09-30
일반음식점,2007-03-29,오렌지김밥,"서울특별시 양천구 목동중앙남로4길 3, 지상1층 (목동)",서울특별시 양천구 목동 736-21 ,39.13,김밥(도시락),2022-09-30
일반음식점,2007-03-30,토담골,"서울특별시 양천구 남부순환로 576, 2층 (신월동)",서울특별시 양천구 신월동 994-15 2층 ,90,한식,2022-09-30
일반음식점,2007-04-05,예스호프,"서울특별시 양천구 월정로 91-1 (신월동,(월정로 11-1))",서울특별시 양천구 신월동 237-20 (월정로 11-1) ,26,까페,2022-09-30
일반음식점,2007-04-06,상록수커피호프,"서울특별시 양천구 월정로 42, 지하 1층 (신월동)",서울특별시 양천구 신월동 446-6 ,106.24,호프/통닭,2022-09-30
일반음식점,2007-04-23,신대포상회,"서울특별시 양천구 중앙로 255, 2층 (신정동)",서울특별시 양천구 신정동 1183-13 ,235.85,호프/통닭,2022-09-30
일반음식점,2007-04-24,아지트,"서울특별시 양천구 등촌로 224 (목동,정원상가1층 105호 (등촌로 17))",서울특별시 양천구 목동 613-9 정원상가1층 105호 (등촌로 17) ,20.65,까페,2022-09-30
일반음식점,2007-04-27,동막골,"서울특별시 양천구 목동중앙북로7가길 24, 1층 (목동)",서울특별시 양천구 목동 609-10 1층 ,91.17,한식,2022-09-30
일반음식점,2007-05-11,더드림푸드,"서울특별시 양천구 오목로 189 (신정동, 1층)",서울특별시 양천구 신정동 908-19 1층 ,107.4,통닭(치킨),2022-09-30
일반음식점,2007-05-16,막스,"서울특별시 양천구 목동중앙남로11길 29, 1층 (목동)",서울특별시 양천구 목동 722-2 ,26.4,한식,2022-09-30
일반음식점,2007-05-17,원조장충왕족발,서울특별시 양천구 목동중앙남로 51-1 (목동),서울특별시 양천구 목동 725-26 ,21.1,한식,2022-09-30
일반음식점,2007-05-23,자매떡볶이,"서울특별시 양천구 신월로38길 12 (신정동,1층(신서6길 16))",서울특별시 양천구 신정동 1020-9 1층(신서6길 16) ,63.52,한식,2022-09-30
일반음식점,2007-05-25,솜사탕,"서울특별시 양천구 오목로 126, 1층 (신정동)",서울특별시 양천구 신정동 943-2 1층 ,29.7,까페,2022-09-30
일반음식점,2007-05-29,봉평메밀막국수,"서울특별시 양천구 목동중앙서로 8, 1층 (목동)",서울특별시 양천구 목동 794-2 1층 ,139.17,한식,2022-09-30
일반음식점,2007-05-30,솔커피호프,"서울특별시 양천구 월정로 53 (신월동, 지하1층)",서울특별시 양천구 신월동 428-7 지하1층 ,95.04,호프/통닭,2022-09-30
일반음식점,2007-05-31,쿨호프,"서울특별시 양천구 오목로32길 5 (신정동, 1층)",서울특별시 양천구 신정동 948-7 1층 ,29.88,호프/통닭,2022-09-30
일반음식점,2007-06-04,투다리,서울특별시 양천구 신목로2길 7-18 (신정동),서울특별시 양천구 신정동 129-18 ,35.5,호프/통닭,2022-09-30
일반음식점,2007-06-08,화룡반점,"서울특별시 양천구 목동중앙북로 7, 1층 108호 (목동, 신한이모르젠)",서울특별시 양천구 목동 960 신한이모르젠 ,40.18,중국식,2022-09-30
일반음식점,2007-06-08,원조한방왕족발,"서울특별시 양천구 신월로15길 13, 1층 (신월동)",서울특별시 양천구 신월동 538-2 1층 ,26.4,호프/통닭,2022-09-30
일반음식점,2007-06-08,지리산밥상,"서울특별시 양천구 오목로 185 (신정동, 1층)",서울특별시 양천구 신정동 908-22 1층 ,37.96,한식,2022-09-30
일반음식점,2007-06-12,한잔더포차,"서울특별시 양천구 가로공원로64길 14 (신월동, 1층)",서울특별시 양천구 신월동 161-1 1층 ,16.5,한식,2022-09-30
일반음식점,2007-06-13,다나고을,"서울특별시 양천구 목동중앙남로 82-2 (목동,다나네스트빌 101호(고목4길 68))",서울특별시 양천구 목동 715-1 다나네스트빌 101호(고목4길 68) ,13.2,한식,2022-09-30
일반음식점,2007-06-15,굽네치킨,"서울특별시 양천구 월정로 20-1, 1층 (신월동)",서울특별시 양천구 신월동 513-3 1층 3호,33,통닭(치킨),2022-09-30
일반음식점,2007-06-19,신월순대국,"서울특별시 양천구 오목로3길 31 (신월동,(신당8길 31))",서울특별시 양천구 신월동 421-4 (신당8길 31) ,66,한식,2022-09-30
일반음식점,2007-06-20,가원,"서울특별시 양천구 신정로7길 60-5 (신정동,동일프라자 116,117호(넘은들3길 18))","서울특별시 양천구 신정동 1284-2 동일프라자 116,117호(넘은들3길 18) ",99.56,중국식,2022-09-30
일반음식점,2007-06-27,서울식당,서울특별시 양천구 공항대로 620 (목동),서울특별시 양천구 목동 514-1 1층 ,60.87,한식,2022-09-30
일반음식점,2007-06-28,Secret(시크릿),"서울특별시 양천구 오목로 337-10, 소망빌딩 3층 301호 (목동)",서울특별시 양천구 목동 406-271 소망빌딩 ,82.2,호프/통닭,2022-09-30
일반음식점,2007-07-06,목동평양면옥,"서울특별시 양천구 목동서로 57 (목동,현대파리지앙 115.,116,117호)","서울특별시 양천구 목동 907-10 현대파리지앙 115.,116,117호 ",129.95,한식,2022-09-30
일반음식점,2007-07-10,철이네식당,"서울특별시 양천구 화곡로 6 (신월동,지하1층)",서울특별시 양천구 신월동 39-1 지하1층 ,46.2,한식,2022-09-30
일반음식점,2007-07-10,수정호프커피,"서울특별시 양천구 가로공원로 128 (신월동,지하 1층)",서울특별시 양천구 신월동 96-1 지하 1층 ,110.58,호프/통닭,2022-09-30
일반음식점,2007-07-11,신장군집,"서울특별시 양천구 지양로7길 9 (신월동,대지상가 1층(한울1길 13))",서울특별시 양천구 신월동 952-1 대지상가 1층(한울1길 13) ,40.93,기타,2022-09-30
일반음식점,2007-07-18,돌쇠감자탕순대국,"서울특별시 양천구 공항대로 642 (목동,1층(공항로 35))",서울특별시 양천구 목동 515-8 1층(공항로 35) ,152,한식,2022-09-30
일반음식점,2007-07-27,이삼례 동태탕.찜,"서울특별시 양천구 남부순환로59길 13 (신월동,1층(돌다리3길 46))",서울특별시 양천구 신월동 134-22 1층(돌다리3길 46) ,46.02,한식,2022-09-30
일반음식점,2007-08-14,본죽신곡시장점,서울특별시 양천구 신월로 175 (신월동),서울특별시 양천구 신월동 537-8 ,42.41,한식,2022-09-30
일반음식점,2007-08-17,곰커피호프,서울특별시 양천구 신월로 175 (신월동),서울특별시 양천구 신월동 537-8 ,53.12,호프/통닭,2022-09-30
일반음식점,2007-08-20,길룡성,서울특별시 양천구 곰달래로 30 (신월동),서울특별시 양천구 신월동 226-8 ,99.17,중국식,2022-09-30
일반음식점,2007-08-20,고기준,"서울특별시 양천구 오목로 313-7, 1,2층 (목동)","서울특별시 양천구 목동 406-68 1,2층 ",207.54,한식,2022-09-30
일반음식점,2007-08-23,금순네포장마차,"서울특별시 양천구 남부순환로74길 8, 지하1층 1호 (신월동, 좌측)",서울특별시 양천구 신월동 996-23 지하1층 좌측 1호,20.6,정종/대포집/소주방,2022-09-30
일반음식점,2007-08-27,두성전주콩나물국밥 양천구청점,"서울특별시 양천구 목동서로 377, 이스타빌 A동 1층 111~111가호 (신정동)",서울특별시 양천구 신정동 323-9 이스타빌 A동 111~111가호,103.24,한식,2022-09-30
일반음식점,2007-08-29,센타쯔,"서울특별시 양천구 목동중앙본로1길 5, 지하1층 110호 (목동, 월드메르디앙)",서울특별시 양천구 목동 948 월드메르디앙 지하 110호 ,33.6,기타,2022-09-30
일반음식점,2007-08-31,하림치킨전문점,서울특별시 양천구 가로공원로67길 10 (신월동),서울특별시 양천구 신월동 75-22 ,19.63,통닭(치킨),2022-09-30
일반음식점,2007-09-05,별미식당,서울특별시 양천구 오목로 203-2 (신정동),서울특별시 양천구 신정동 907-9 ,30.3,한식,2022-09-30
일반음식점,2007-09-14,한우농장,서울특별시 양천구 곰달래로13길 27 (신월동),서울특별시 양천구 신월동 118-3 ,30.75,한식,2022-09-30
일반음식점,2007-09-18,제일커피숍,"서울특별시 양천구 은행정로 74 (신정동,지하1층)",서울특별시 양천구 신정동 906-1 지하1층 ,73.39,호프/통닭,2022-09-30
일반음식점,2007-09-19,훌랄라참숯바베큐치킨,"서울특별시 양천구 월정로 21 (신월동,해태(아)상가 101호)",서울특별시 양천구 신월동 514-3 해태(아)상가 101호 ,41.25,기타,2022-09-30
일반음식점,2007-10-05,토마토김밥목동점(10단지),"서울특별시 양천구 목동서로 377, 이스타빌 A동 1층 103호 (신정동)",서울특별시 양천구 신정동 323-9 이스타빌 ,29.7,분식,2022-09-30
일반음식점,2007-10-09,맛깔,"서울특별시 양천구 목동남로4길 32 (신정동, 1층)",서울특별시 양천구 신정동 174-6 1층 ,49.5,한식,2022-09-30
일반음식점,2007-10-12,씨지브이목동1,"서울특별시 양천구 목동동로 257 (목동, 현대백화점 지하2층)",서울특별시 양천구 목동 916 현대백화점 지하2층 ,57.74,기타,2022-09-30
일반음식점,2007-10-15,아임,"서울특별시 양천구 목동서로 57 (목동,현대파리지앙 상가 110호)",서울특별시 양천구 목동 907-10 현대파리지앙 상가 110호 ,40.25,기타,2022-09-30
일반음식점,2007-10-16,시민막국수,"서울특별시 양천구 목동동로10길 21-1 (신정동, 1층)",서울특별시 양천구 신정동 296-10 1층 ,58.59,통닭(치킨),2022-09-30
일반음식점,2007-10-17,스탑싸인,"서울특별시 양천구 곰달래로5길 29, 1층 (신월동)",서울특별시 양천구 신월동 133-9 (지상 1층) ,36,기타,2022-09-30
일반음식점,2007-10-25,또봉이 통닭,"서울특별시 양천구 곰달래로14길 16 (신월동, 1층)",서울특별시 양천구 신월동 234-28 1층 ,70.47,기타,2022-09-30
일반음식점,2007-10-30,72420 목동점,"서울특별시 양천구 오목로50길 23 (신정동,문창빌딩 101호(양목1길 26))",서울특별시 양천구 신정동 1006-1 문창빌딩 101호(양목1길 26) ,55.2,기타,2022-09-30
일반음식점,2007-10-30,상희네포장마차,"서울특별시 양천구 중앙로 256, 1층 (신정동)",서울특별시 양천구 신정동 1032-8 외 5필지 ,63,한식,2022-09-30
일반음식점,2007-10-30,성진,"서울특별시 양천구 은행정로 70, 지하 1층 (신정동)",서울특별시 양천구 신정동 907-1 ,80.33,까페,2022-09-30
일반음식점,2007-11-12,야연커피맥주,"서울특별시 양천구 오목로 204 (신정동, 지하1층)",서울특별시 양천구 신정동 987-7 지하1층 ,73.92,호프/통닭,2022-09-30
일반음식점,2007-11-15,박가네들깨칼국수,서울특별시 양천구 신목로12길 7 (신정동),서울특별시 양천구 신정동 117-20 ,165.24,한식,2022-09-30
일반음식점,2007-11-19,유림각,"서울특별시 양천구 은행정로 67, 1층 (신정동)",서울특별시 양천구 신정동 908-14 1층 ,104.98,분식,2022-09-30
일반음식점,2007-11-20,다향커피호프,"서울특별시 양천구 월정로 169 (신월동, 지하1층)",서울특별시 양천구 신월동 105-11 지하1층 ,86.8,호프/통닭,2022-09-30
일반음식점,2007-11-22,산아래맛있는이야기,"서울특별시 양천구 목동서로 155 (목동,목동파라곤 지하 126,127호지하1층)","서울특별시 양천구 목동 917 목동파라곤 지하 126,127호지하1층 ",110.1,한식,2022-09-30
일반음식점,2007-11-23,어제그집,"서울특별시 양천구 신월로 322 (신정동,지하1층)",서울특별시 양천구 신정동 1028-5 지하1층 ,105.79,한식,2022-09-30
일반음식점,2007-11-26,함박,"서울특별시 양천구 목동중앙북로8라길 34 (목동,1층(한두1길 3))",서울특별시 양천구 목동 621-11 1층(한두1길 3) ,26.4,호프/통닭,2022-09-30
일반음식점,2007-11-28,목동잔치국수,"서울특별시 양천구 목동중앙로 89 (목동,101호(모새미길 128))",서울특별시 양천구 목동 753-12 101호(모새미길 128) ,32.04,한식,2022-09-30
일반음식점,2007-11-30,라이브포차,"서울특별시 양천구 곰달래로14길 10 (신월동,지하1층)",서울특별시 양천구 신월동 229-26 지하1층 ,145.2,호프/통닭,2022-09-30
일반음식점,2007-12-10,소도메밀막국수,서울특별시 양천구 목동중앙남로 51-1 (목동),서울특별시 양천구 목동 725-26 ,29.7,한식,2022-09-30
일반음식점,2007-12-11,타임호프,"서울특별시 양천구 신월로10길 2, 1층 (신월동)",서울특별시 양천구 신월동 548-6 ,68.41,호프/통닭,2022-09-30
일반음식점,2007-12-12,파스타집이야 목동점,"서울특별시 양천구 목동동로 233-1, 드림타워 지하1층 지하129~131호 (목동)",서울특별시 양천구 목동 923-14 드림타워 지하129~131호 ,65.8,한식,2022-09-30
일반음식점,2007-12-13,팔계감자탕순대국,"서울특별시 양천구 목동동로12길 45, 삼익아파트상가동 지상1층 11,11-2호 (목동)","서울특별시 양천구 목동 933 삼익아파트상가 지상1층 11, 11-2호",60.02,한식,2022-09-30
일반음식점,2007-12-20,가나분식,서울특별시 양천구 신정중앙로 62 (신정동),서울특별시 양천구 신정동 911-7 ,22,분식,2022-09-30
일반음식점,2007-12-21,아영씨네식당,"서울특별시 양천구 월정로 219, 1층 (신월동)",서울특별시 양천구 신월동 85-3 1층 ,32,한식,2022-09-30
일반음식점,2007-12-21,더더차돌오합,"서울특별시 양천구 목동중앙북로7길 26 (목동,번지 1호)",서울특별시 양천구 목동 602-3 번지 1호 ,27.8,한식,2022-09-30
일반음식점,2007-12-26,밥때,"서울특별시 양천구 목동동로 233-1 (목동,현대드림타워 지하 110호)",서울특별시 양천구 목동 923-14 현대드림타워 지하 110호 ,22.2,분식,2022-09-30
일반음식점,2007-12-26,남도식당,"서울특별시 양천구 남부순환로79길 19, 1층 (신월동)",서울특별시 양천구 신월동 550-14 ,31.9,한식,2022-09-30
일반음식점,2007-05-29,손가네칼국수,"서울특별시 양천구 오목로 205-2 (신정동,1층)",서울특별시 양천구 신정동 903-30 1층 ,102.9,한식,2022-09-30
일반음식점,2007-04-17,신정감자탕,"서울특별시 양천구 중앙로34길 30, 1층 2호,3호,15호,16호 (신정동)","서울특별시 양천구 신정동 1030-6 1층 2호,3호,15호,16호 ",45.02,한식,2022-09-30
일반음식점,2007-03-02,"원풍리 감자탕,순대국","서울특별시 양천구 은행정로4길 20, 지상1층 (신정동)",서울특별시 양천구 신정동 1015-4 ,58.34,한식,2022-09-30
일반음식점,2008-01-02,우리분식,서울특별시 양천구 오목로23길 10 (신정동),서울특별시 양천구 신정동 940-3 ,42.42,한식,2022-09-30
일반음식점,2008-01-10,장우족발,"서울특별시 양천구 목동중앙북로 16, 1층 (목동)",서울특별시 양천구 목동 617-3 ,28.13,한식,2022-09-30
일반음식점,2008-01-17,이모네,"서울특별시 양천구 은행정로5길 48-4, 1층 (신정동)",서울특별시 양천구 신정동 1029-37 ,30,한식,2022-09-30
일반음식점,2008-01-28,엄지우동,"서울특별시 양천구 중앙로 262 (신정동,메디바이오플렉스 1층 104호)",서울특별시 양천구 신정동 1031-9 메디바이오플렉스 1층 104호 ,43.83,한식,2022-09-30
일반음식점,2008-02-11,덕이네항아리수제비,"서울특별시 양천구 목동동로 233-1 (목동,현대드림타워 지하1층 120호(목동동로 203-2))",서울특별시 양천구 목동 923-14 현대드림타워 지하1층 120호(목동동로 203-2) ,26.4,한식,2022-09-30
일반음식점,2008-02-12,설악추어탕,"서울특별시 양천구 신월로 317, 1층 (신정동)",서울특별시 양천구 신정동 977-18 ,152.95,한식,2022-09-30
일반음식점,2008-02-18,북촌손만두 목동점,"서울특별시 양천구 목동중앙로 73, 1층 (목동)",서울특별시 양천구 목동 762-10 1층 ,76.38,한식,2022-09-30
일반음식점,2008-02-21,밀본홍두깨칼국수&열냉면,"서울특별시 양천구 지양로 25 (신월동, 103호)",서울특별시 양천구 신월동 986-8 103호 ,50.88,한식,2022-09-30
일반음식점,2008-02-25,깡통속의촛불,"서울특별시 양천구 오목로 125, 1층 (신정동)",서울특별시 양천구 신정동 942-11 ,17.68,까페,2022-09-30
일반음식점,2008-02-25,길벗호프,"서울특별시 양천구 월정로 3 (신월동, 1층)",서울특별시 양천구 신월동 534-16 1층 ,25.79,호프/통닭,2022-09-30
일반음식점,2008-02-26,붐치킨,"서울특별시 양천구 목동중앙남로 70 (목동,1층(고목4길 52))",서울특별시 양천구 목동 718-6 1층(고목4길 52) ,22.27,통닭(치킨),2022-09-30
일반음식점,2008-02-28,하오하오,"서울특별시 양천구 목동중앙본로7길 38-18 (목동,1층(고목9길 31-6))",서울특별시 양천구 목동 717-53 1층(고목9길 31-6) ,42.9,중국식,2022-09-30
일반음식점,2008-03-03,선아네돌화로구이,"서울특별시 양천구 목동서로 213 (목동,세신비젼프라자 401호(목동서로 213))",서울특별시 양천구 목동 923 세신비젼프라자 401호(목동서로 213) ,85.65,한식,2022-09-30
일반음식점,2008-03-11,프라임숯불바베큐,"서울특별시 양천구 신목로5길 8 (신정동,1층(꿈나무2길 10-1))",서울특별시 양천구 신정동 144-44 1층(꿈나무2길 10-1) ,10.08,통닭(치킨),2022-09-30
일반음식점,2008-03-13,한마음정육식당,"서울특별시 양천구 신목로 48 (신정동,1층(도림천로 520-1))",서울특별시 양천구 신정동 296-69 1층(도림천로 520-1) ,231,한식,2022-09-30
일반음식점,2008-03-13,천외천,"서울특별시 양천구 등촌로 220 (목동,1층109,112~120호(등촌로 21))","서울특별시 양천구 목동 613-2 1층109,112~120호(등촌로 21) ",175.89,중국식,2022-09-30
일반음식점,2008-03-14,정아네,"서울특별시 양천구 은행정로5길 54, 1층 (신정동)",서울특별시 양천구 신정동 1029-46 1층 ,21.32,호프/통닭,2022-09-30
일반음식점,2008-03-17,가르텐비어목동점,"서울특별시 양천구 신정중앙로 92, 2층 (신정동)",서울특별시 양천구 신정동 902-2 2층 ,223.4,호프/통닭,2022-09-30
일반음식점,2008-03-21,아리수,"서울특별시 양천구 목동서로 213, 301~305호 (목동, 세신프라자)",서울특별시 양천구 목동 923 세신프라자 301~305호 ,80.91,한식,2022-09-30
일반음식점,2008-03-25,제주은희네해장국 양천목동점,"서울특별시 양천구 오목로 321-1, 서경빌딩 1층 (목동)",서울특별시 양천구 목동 406-36 서경빌딩 1층 ,184.64,한식,2022-09-30
일반음식점,2008-03-26,연가포차,"서울특별시 양천구 월정로 101, 1층 103호 (신월동)",서울특별시 양천구 신월동 235-7 1층103호 ,45.45,기타,2022-09-30
일반음식점,2008-04-02,엉클빈,"서울특별시 양천구 신정중앙로 99 (신정동,1층(신정중앙길 10))",서울특별시 양천구 신정동 888-36 1층(신정중앙길 10) ,33,한식,2022-09-30
일반음식점,2008-04-07,씨지브이목동2,"서울특별시 양천구 목동동로 257 (목동, 현대백화점 지하2층)",서울특별시 양천구 목동 916 현대백화점 지하2층 ,7.5,기타,2022-09-30
일반음식점,2008-04-10,노블레스,"서울특별시 양천구 신월로 350 (신정동,지하1층(신월로 47))",서울특별시 양천구 신정동 1018-1 지하1층(신월로 47) ,233.79,호프/통닭,2022-09-30
일반음식점,2008-04-11,한가네아구찜,"서울특별시 양천구 지양로 34 (신월동,1층(지양길 34))",서울특별시 양천구 신월동 991-12 1층(지양길 34) ,34.2,분식,2022-09-30
일반음식점,2008-04-14,꼬지사께오목교점,"서울특별시 양천구 목동동로 260, 1층 103호 (목동, 양지타운)",서울특별시 양천구 목동 406-202 양지타운 ,35.24,호프/통닭,2022-09-30
일반음식점,2008-04-16,한얼족발,"서울특별시 양천구 목동중앙북로16길 2 (목동,1층(양화길 10))",서울특별시 양천구 목동 527-3 1층(양화길 10) ,24.46,한식,2022-09-30
일반음식점,2008-04-18,백남옥손만두,"서울특별시 양천구 신월로 170 (신월동, 1층 )",서울특별시 양천구 신월동 575-1 1층 ,28.7,분식,2022-09-30
일반음식점,2008-04-23,왕세숫대야냉면.왕돈까스,"서울특별시 양천구 목동로3길 57, 상가A동 106호 (신정동, 양천아파트)",서울특별시 양천구 신정동 276 양천아파트 상가A동 106호,19.08,분식,2022-09-30
일반음식점,2008-05-02,흥천집,"서울특별시 양천구 목동중앙서로8길 6, 1층 (목동)",서울특별시 양천구 목동 796-6 1층 ,33.6,한식,2022-09-30
일반음식점,2008-05-02,화사랑,"서울특별시 양천구 월정로 93 (신월동,1층(월정로 13))",서울특별시 양천구 신월동 237-19 1층(월정로 13) ,26.45,까페,2022-09-30
일반음식점,2008-05-09,미림커피맥주,"서울특별시 양천구 중앙로 235 (신정동, 지하1층)",서울특별시 양천구 신정동 1148-2 지하1층 ,99,호프/통닭,2022-09-30
일반음식점,2008-05-09,유(U),"서울특별시 양천구 오목로 329-6 (목동, 외1필지 지하1층)",서울특별시 양천구 목동 406-258 외1필지 지하1층 ,64,호프/통닭,2022-09-30
일반음식점,2008-05-13,바보짜장목동본점,"서울특별시 양천구 목동서로 57, 상가동 1층 114호 (목동, 현대파리지앙)",서울특별시 양천구 목동 907-10 현대파리지앙 상가동 114호,45.3,중국식,2022-09-30
일반음식점,2008-05-22,현경목동점,"서울특별시 양천구 오목로 312, 제일빌딩 지하 1층 (목동)",서울특별시 양천구 목동 405-276 제일빌딩 ,272,중국식,2022-09-30
일반음식점,2008-05-22,스시가든,"서울특별시 양천구 목동서로 159-1 (목동, CBS빌딩 지하1층)",서울특별시 양천구 목동 917-1 CBS빌딩 지하1층 ,240,일식,2022-09-30
일반음식점,2008-05-23,죠스떡볶이,"서울특별시 양천구 목동로 210 (목동,목동타운빌딩 1층103호(등촌로 271))",서울특별시 양천구 목동 810-1 목동타운빌딩 1층103호(등촌로 271) ,23.1,분식,2022-09-30
일반음식점,2008-05-29,이춘봉 인생치킨,"서울특별시 양천구 목동중앙서로 13 (목동, 1층)",서울특별시 양천구 목동 790-23 1층 ,51.97,호프/통닭,2022-09-30
일반음식점,2008-06-10,(주)아워홈벽천휴게실,"서울특별시 양천구 목동서로 161, 지하1층 108호 (목동)",서울특별시 양천구 목동 920 ,11.38,기타,2022-09-30
일반음식점,2008-06-18,갯벌,"서울특별시 양천구 목동서로 133-2 (목동,목동하나프라자 1층 103,104호(목동서로 131-2))","서울특별시 양천구 목동 905-34 목동하나프라자 1층 103,104호(목동서로 131-2) ",71.74,기타,2022-09-30
일반음식점,2008-06-24,목동장어타운,"서울특별시 양천구 신정중앙로 67 (신정동,양정빌딩 1층(신정중앙길 42))",서울특별시 양천구 신정동 885-17 양정빌딩 1층(신정중앙길 42) ,215,한식,2022-09-30
일반음식점,2008-06-24,좋은날,"서울특별시 양천구 오목로 125, 1층 (신정동)",서울특별시 양천구 신정동 942-11 ,28,까페,2022-09-30
일반음식점,2008-06-24,옥련밀,"서울특별시 양천구 중앙로 304, 1층 (신정동)",서울특별시 양천구 신정동 943-21 ,89,한식,2022-09-30
일반음식점,2008-06-30,나그네,"서울특별시 양천구 등촌로 224 (목동,1층 104호(등촌로 17))",서울특별시 양천구 목동 613-9 1층 104호(등촌로 17) ,20.65,까페,2022-09-30
일반음식점,2008-07-11,콘서트호프,"서울특별시 양천구 신정중앙로23길 12, 지하 1층 (신정동)",서울특별시 양천구 신정동 900-2 ,139.18,호프/통닭,2022-09-30
일반음식점,2008-07-14,포마토김밥,"서울특별시 양천구 목동동로 55, 밀레니엄 프라자 1층 103호 (신정동)",서울특별시 양천구 신정동 323-17 밀레니엄 프라자 ,33.93,분식,2022-09-30
일반음식점,2008-07-15,서라벌한정식목동점,"서울특별시 양천구 중앙로 322 (신정동, 양천빌딩 2,3층)","서울특별시 양천구 신정동 942-16 양천빌딩 2,3층 ",399.14,한식,2022-09-30
일반음식점,2008-07-18,김가네한방족발,"서울특별시 양천구 목동중앙본로7길 37-20 (목동,길성상가 11호(고목4길 34))",서울특별시 양천구 목동 739-5 길성상가 11호(고목4길 34) ,24.6,한식,2022-09-30
일반음식점,2008-07-25,해촌샤브칼국수,"서울특별시 양천구 목동중앙북로 65 (목동, A동 1층)",서울특별시 양천구 목동 507-8 A동 1층 ,63.94,한식,2022-09-30
일반음식점,2008-08-06,(주)정정당당 양촌리,"서울특별시 양천구 목동로 234, 지상1층 (목동)",서울특별시 양천구 목동 808-1 1층 ,464.47,한식,2022-09-30
일반음식점,2008-08-08,옛날포장마차,"서울특별시 양천구 신정중앙로 84 (신정동,B동 1층(신정중앙길 27))",서울특별시 양천구 신정동 904-6 B동 1층(신정중앙길 27) ,20.4,정종/대포집/소주방,2022-09-30
일반음식점,2008-08-11,동호정,"서울특별시 양천구 남부순환로59길 1 (신월동, 1층)",서울특별시 양천구 신월동 136-19 1층 ,61,한식,2022-09-30
일반음식점,2008-08-21,얌샘트윈빌점,"서울특별시 양천구 목동동로 339 (목동,목동트윈빌101-2(목동동로 309))",서울특별시 양천구 목동 905-22 목동트윈빌101-2(목동동로 309) ,34.31,분식,2022-09-30
일반음식점,2008-08-26,바나나(BAR NANA),"서울특별시 양천구 오목로 215-1, 3층 (신정동, 예지2003타운)",서울특별시 양천구 신정동 903-15 예지2003타운 3층 ,123.75,호프/통닭,2022-09-30
일반음식점,2008-09-04,굽네치킨 신정3동점,"서울특별시 양천구 중앙로43길 14, 상가122동 119호 (신정동, 래미안 목동아델리체)",서울특별시 양천구 신정동 1175-28 래미안 목동아델리체 ,43.42,호프/통닭,2022-09-30
일반음식점,2008-09-19,대지호프커피,"서울특별시 양천구 남부순환로70길 17 (신월동,지하1층(오솔공원3길 17))",서울특별시 양천구 신월동 973-7 지하1층(오솔공원3길 17) ,91.13,호프/통닭,2022-09-30
일반음식점,2008-09-22,우쿠야,"서울특별시 양천구 목동동로 53 (신정동,동문굿모닝탑상가 133호(목동동로 23))",서울특별시 양천구 신정동 324-10 동문굿모닝탑상가 133호(목동동로 23) ,57.13,한식,2022-09-30
일반음식점,2008-09-22,신머이 베트남쌀국수,"서울특별시 양천구 목동동로 339, 지하 1층 115호 (목동, 목동트윈빌)",서울특별시 양천구 목동 905-22 목동트윈빌 ,52.07,"외국음식전문점(인도,태국등)",2022-09-30
일반음식점,2008-10-06,호수호프커피,"서울특별시 양천구 지양로 93 (신월동, 지하1층)",서울특별시 양천구 신월동 912-1 지하1층 ,90.75,호프/통닭,2022-09-30
일반음식점,2008-10-14,황토숯불닭바베큐,"서울특별시 양천구 지양로 96 (신월동,1층)",서울특별시 양천구 신월동 913-1 1층 ,78.06,한식,2022-09-30
일반음식점,2008-10-22,거리에,"서울특별시 양천구 오목로 331, 지상1층,지하1층 (목동)","서울특별시 양천구 목동 406-184 지상1층,지하1층 ",190.78,까페,2022-09-30
