"시군구코드","지정년도","지정번호","신청일자","지정일자","업소명","소재지도로명","소재지지번","허가(신고)번호","업태명","주된음식","영업장면적(㎡)","행정동명","급수시설구분"
"3120000","2004","0006","20041018","20041020","삼호복집","서울특별시 서대문구 연세로5다길 10, (창천동,(지상2,3층))","서울특별시 서대문구 창천동  62번지 11호  (지상2,3층)","3120000-101-1978-09255","한식","복매운탕","357.17","신촌동","상수도전용"
"3120000","2004","006 ","20090312","20041020","삼호복집","서울특별시 서대문구 연세로5다길 10, (창천동,(지상2,3층))","서울특별시 서대문구 창천동  62번지 11호  (지상2,3층)","3120000-101-1978-09255","한식","일식","357.17","신촌동","상수도전용"
"3120000","2004","117 ","20090312","20041020","아름소 순대국 감자탕 삼겹살","서울특별시 서대문구 연희로 185, (연희동)","서울특별시 서대문구 연희동  78번지 1호  ","3120000-101-1999-10312","한식","일식","107.73","연희동",""
"3120000","2004","0074","20041018","20041020","백암","서울특별시 서대문구 증가로 13-6, (연희동)","서울특별시 서대문구 연희동  122번지 18호  ","3120000-101-1996-00554","한식","순대국","110.94","연희동","상수도전용"
"3120000","2004","0103","20041018","20041020","법성포 영광굴비","서울특별시 서대문구 모래내로 352, 2층 (홍은동)","서울특별시 서대문구 홍은동  274번지 35호  2층","3120000-101-1999-03820","한식","굴비백반","83.85","홍은제2동","상수도전용"
"3120000","2004","103 ","20090327","20041020","법성포 영광굴비","서울특별시 서대문구 모래내로 352, 2층 (홍은동)","서울특별시 서대문구 홍은동  274번지 35호  2층","3120000-101-1999-03820","한식","","83.85","홍은제2동","상수도전용"
"3120000","2004","130 ","20100701","20041020","법성포 영광굴비","서울특별시 서대문구 모래내로 352, 2층 (홍은동)","서울특별시 서대문구 홍은동  274번지 35호  2층","3120000-101-1999-03820","한식","정식","83.85","홍은제2동","상수도전용"
"3120000","2004","0090","20041018","20041020","연희동 영월","서울특별시 서대문구 연희로 81-21, 2층 (연희동)","서울특별시 서대문구 연희동  193번지 17호  2층","3120000-101-1997-03826","한식","낙지찜","110.67","연희동","상수도전용"
"3120000","2004","090 ","20090312","20041020","연희동 영월","서울특별시 서대문구 연희로 81-21, 2층 (연희동)","서울특별시 서대문구 연희동  193번지 17호  2층","3120000-101-1997-03826","한식","한식","110.67","연희동","상수도전용"
"3120000","2004","042 ","20041018","20041020","선수사","서울특별시 서대문구 연희로 177, (연희동)","서울특별시 서대문구 연희동  78번지 43호  ","3120000-101-1993-00012","일식","회정식","87.19","연희동","상수도전용"
"3120000","2004","0007","20041018","20041020","연희동태찜","서울특별시 서대문구 연희맛로 25, (연희동)","서울특별시 서대문구 연희동  132번지 43호  ","3120000-101-1979-00340","한식","동태찜","43.19","연희동","상수도전용"
"3120000","2004","007 ","20090312","20041020","연희동태찜","서울특별시 서대문구 연희맛로 25, (연희동)","서울특별시 서대문구 연희동  132번지 43호  ","3120000-101-1979-00340","한식","한식","43.19","연희동","상수도전용"
"3120000","2004","0055","20041018","20041020","봉추찜닭 신촌점","서울특별시 서대문구 명물길 27-23, (창천동,(지하1층~지상1층))","서울특별시 서대문구 창천동  2번지 32호  (지하1층~지상1층)","3120000-101-1994-04132","경양식","찜닭","70.56","신촌동","상수도전용"
"3120000","2004","055 ","20090312","20041020","봉추찜닭 신촌점","서울특별시 서대문구 명물길 27-23, (창천동,(지하1층~지상1층))","서울특별시 서대문구 창천동  2번지 32호  (지하1층~지상1층)","3120000-101-1994-04132","경양식","한식","70.56","신촌동","상수도전용"
"3120000","2004","0064","20041018","20041020","내고향 오리김치찌개 전문점","서울특별시 서대문구 충정로6길 59, (미근동,의주로2 138-1)","서울특별시 서대문구 미근동  215번지  의주로2 138-1","3120000-101-1995-01585","기타","돼지갈비","51.82","충현동","상수도전용"
"3120000","2004","064 ","20090312","20041020","내고향 오리김치찌개 전문점","서울특별시 서대문구 충정로6길 59, (미근동,의주로2 138-1)","서울특별시 서대문구 미근동  215번지  의주로2 138-1","3120000-101-1995-01585","기타","한식","51.82","충현동","상수도전용"
"3120000","2004","0146","20041018","20041020","신촌 장군집","서울특별시 서대문구 연세로9길 22, 1층 (창천동)","서울특별시 서대문구 창천동  52번지 32호  1층 일부","3120000-101-2002-00141","한식","삼겹살","54.95","신촌동","상수도전용"
"3120000","2004","0133","20041018","20041020","쏘렌토","서울특별시 서대문구 가좌로 114, 1층 (홍은동)","서울특별시 서대문구 홍은동  366번지 25호  1층 전체","3120000-101-2001-05073","경양식","스파게티","105.80","홍은제2동","상수도전용"
"3120000","2000","140 ","20080224","20000224","풍년갈비","서울특별시 서대문구 통일로 495, (홍은동,,92-3)","서울특별시 서대문구 홍은동  137번지 50호  ,92-3","3120000-101-1987-00011","한식","","51.89","홍은제2동","상수도전용"
"3120000","2000","132 ","20100701","20000224","풍년갈비","서울특별시 서대문구 통일로 495, (홍은동,,92-3)","서울특별시 서대문구 홍은동  137번지 50호  ,92-3","3120000-101-1987-00011","한식","돼지갈비","51.89","홍은제2동","상수도전용"
"3120000","1999","146 ","20111020","19990410","장어세상","서울특별시 서대문구 수색로10길 11, (북가좌동)","서울특별시 서대문구 북가좌동  371번지 11호  ","3120000-101-2000-10447","한식","등심","109.00","북가좌제1동",""
"3120000","1993","036 ","20090312","19930308","본전회관","서울특별시 서대문구 수색로2길 15, (남가좌동,,30,45)","서울특별시 서대문구 남가좌동  291번지 51호  ,30,45","3120000-101-1988-00008","한식","부페","618.60","남가좌제2동","상수도전용"
"3120000","1993","0036","19870513","19930308","본전회관","서울특별시 서대문구 수색로2길 15, (남가좌동,,30,45)","서울특별시 서대문구 남가좌동  291번지 51호  ,30,45","3120000-101-1988-00008","한식","갈비탕","618.60","남가좌제2동","상수도전용"
"3120000","1993","142 ","20100701","19930308","본전회관","서울특별시 서대문구 수색로2길 15, (남가좌동,,30,45)","서울특별시 서대문구 남가좌동  291번지 51호  ,30,45","3120000-101-1988-00008","한식","돼지갈비","618.60","남가좌제2동","상수도전용"
"3120000","1987","0000","19870513","19870513","풍년갈비","서울특별시 서대문구 통일로 495, (홍은동,,92-3)","서울특별시 서대문구 홍은동  137번지 50호  ,92-3","3120000-101-1987-00011","한식","갈비탕","51.89","홍은제2동","상수도전용"
